,caption,name,overall_rating,category,opening_hours
191,"My second time at Smoke & Mirrors. Nothing can beat its view - it has the much coveted front row Marina Bay Sands view, and cityscape on both Raffles Place and City Hall areas. Really wonderful view and perfect if you are a views person.  Drinks were quite decent too. Their interesting menu links each of their cocktails with an art piece. You can scan the QR code on the menu to check out the art that inspires your cocktail. Quite a cool experience and connects the guests with the national gallery just downstairs.",Smoke & Mirrors,4.3,Bar,
192,"Loved the place .. love the vibe ..Excellent place if u want to celebrate any special occasion. Try and get outside sitting tables if u like sitting outdoor,  view is beautiful 😍 Drinks were superb , we tried mostly all of them and all were excellent.! Food wise they are just serving small menu and it’s good enough to enjoy with drinks . Would definitely recommend this place 👍",Smoke & Mirrors,4.3,Bar,
193,"Came here twice & I really do enjoy their drinks. Only down side is that if you're sitting outside & there's no breeze... Be prepared to sweat. If you're seated inside, some areas don't really get any aircon at all so it can get stuffy. Service & drinks are good, but not super comfortable when you're sweating.",Smoke & Mirrors,4.3,Bar,
194,"Fabulous roof top view of the Padang and MBS is worth it. Good cocktails and decent bar bites with a few vegetarian options. Great service, and we received complimentary cocktails for our anniversary celebration.",Smoke & Mirrors,4.3,Bar,
195,It was evening. Sun has set. But alas it was still too hot regardless of outdoor or indoor seating. Staff forgot our order and returned to ask for it again. Food took a while to arrive. Cocktails are overpriced. View is over rated.,Smoke & Mirrors,4.3,Bar,
196,"Very nice cocktail bar. We had a bit of a hard time finding it, but once we were there we enjoyed our time there very much. Our waiter was very kind and attentive, always ready to give recommendations, which I appreciated. Cocktails were great, view is nice.",Smoke & Mirrors,4.3,Bar,
197,"Smoke and mirrors has been on my list for a while. While the atmosphere and service were great, I was disappointed with one of the cocktails I ordered. I ordered one of their signature cocktail Beyond The Canyon, but it tasted really bad. There was nothing other than a sour taste, and I couldn't taste any alcohol at all. I even asked my friend to try it, and they agreed that there was no alcohol taste at all. It felt like the alcohol was forgotten to add in, making it the worst drink I've ever had. I was really looking forward to trying this cocktail, but unfortunately, it didn't live up to my expectations. I hope the bar can improve the quality of their cocktails in the future",Smoke & Mirrors,4.3,Bar,
198,"Loved the drinks. Food, so-so. Service was great! But didn't like where we were seated even if we reserved a table cos we were in a corner.. And just barely 2 feet behind me was a pipe and a waiter station",Smoke & Mirrors,4.3,Bar,
199,"Amazing views, great vibes and very creative and fun drinks that are inspired by artworks of the national Singapore gallery. Definitely recommend!!",Smoke & Mirrors,4.3,Bar,
200,"Great view of Padang and Downtown skyline, especially MBS! Fantastic place to chill out after work. Sit down and relax with Singapore Sling and some finger food. Relaxing place nice ambiance !",Smoke & Mirrors,4.3,Bar,
201,"Highly recommend! Great views, delicious and interesting drinks, and good service. We did not reserve and was seated in the indoors lounge area around 5:45 pm on a Sunday, but after we ordered, we were offered a table on the terrace because it was free until 7 pm, which was very appreciated. Not super crowded on a Sunday night and overall the vibe was very chill.",Smoke & Mirrors,4.3,Bar,
202,"Delicious & Innovative Cocktails paired with a Great View.  We came here without reservation, but it was no issue. They have “outdoor” and “indoor” area, but really it’s an open-aired venue. Definitely a common date-night spot or spot for several friends to gather for a good drink. We’re big cocktail people and we were impressed. If you have a particular style, they’ll point you in the right direction of what will suit your fancy. The menu is also one of those that directs you towards particular styles (boldness, flavor, etc.). Some interesting concepts embedded in their drinks as well. We really liked the tea-inspired cocktail that came as a set of two and only utilized Japanese liquor - pretty unique. Service was superb and we wouldn’t hesitate to return when we come back to Singapore.",Smoke & Mirrors,4.3,Bar,
203,"One of the best cocktail experiences I've had was at a rooftop bar overlooking the city skyline. Wee was a true mixologist, carefully crafting each drink with precision and care",Smoke & Mirrors,4.3,Bar,
204,"Sickening view of Marina Bay Sands and the bartenders have a sense of humour and are adorable! Stunning cocktails, nothing else to say! I had a great time there 🥇 …",Smoke & Mirrors,4.3,Bar,
205,Bartenders are so friendly and kind. They are so professional and do great performance when they make the menu. It feels like art not just cocktail. Night view of this bar is so amazing and good to take pictures. I had Moves like Jigger.  Coconut like cup is so interesting and it has its own performance when bartenders make it. Let's enjoy it!,Smoke & Mirrors,4.3,Bar,
206,"Amazing view of MBS, the bay, and the financial district. Drinks were more than just drinks - they were art. Servers were top notch",Smoke & Mirrors,4.3,Bar,
207,"recommended by my friend whose cousin works there as a bartender. weesiong was very talented, the drinks that he made were super good. he understands the customer preference and recommends the correct drinks. the place was super good to chill. the atmosphere was good with singapore signature view, CBD and MBS.  food there was good too. ordered their cod fish tacos and quesadilla with pulled pork.",Smoke & Mirrors,4.3,Bar,
208,One of the best bars in Singapore. Amazing location. Menu is great. Shoutout to Joshua for being the most amazing bartender. The cocktails he recommended and made for us were too good. Dont miss out on a pink guava based cocktail if you want to have a truly tropical experience. Views are to die for. Highly recommend this place. Thanks Joshua for making it even more special for us.,Smoke & Mirrors,4.3,Bar,
209,"If you want a good rooftop bar with a really good view I REALLY RECOMMEND THIS ONE!! We were on more rooftop bars and this was the best one. The service was super friendly and the view just wow! You should reserve before, and of course the prices are a little bit higher but I think on all rooftop bars! Really creative cocktails!",Smoke & Mirrors,4.3,Bar,
210,"Smoke and Mirrors, National Gallery: Perched at 60th spot of the Top 50 Asia bars, Smoke and Mirrors is still a crowd favourite for the grandiose  panoramic sweeping view of Marina Bay Sands. What more of the last day of the Night to Light festival - which lights up the entire Padang view. Smoke and Mirrors has that curvy elegant silver bar that is reminiscent of Anish Kapoor’s Cloud Gate in windy Chicago. If you want the coveted front row seats to a view, book in advance. Wok’s That Smell, cheekily named is a modern take on wok staples such as fried hor fun sitting on a coaster that shields llapcheog (Chinese sausage) smoke. The whole experience is fun. Although the hor fun could be seasoned with seaweed or seasonings for more of an umami taste. Dry January cocktail dark and spicy tastes straight up like ginger ale but looks good with the sultry lighting. Apart from the strange crowd comprising mostly tourists, this is one classy bar that ticks all the right boxes. #eatstylishtravelstylish",Smoke & Mirrors,4.3,Bar,
211,"Great views from this place in the evening, bartenders were fantastic. Drinks are expensive… but it should be expected for this venue class!!!",Smoke & Mirrors,4.3,Bar,
212,"It was a really beautiful bar, with amazing view of Marina Bay. Set on top of the national gallery in the civic district, do try to place reservation for the outdoor seats. Do note there is no fan/ air conditioning, so dress accordingly.  The drinks were delightful. Cha cha duet was my first poison of choice - a delightful fruity, tea infused cocktails which turned into three different drinks: recommended for those who like sweet and sour drinks. It was super smooth and went down very easily - highly recommended if you're up for something experimental.  Second drink was monkey god: a rye whiskey based cocktail with a sweet depiction of a yin and yang on a rice sheet, placed on top of the drink. It was refreshing and smooth drink, highly recommended.  Service team was delightful and attentive, regularly checking and topping up our water.  One advice: don't order the fries, the portion was really small :(",Smoke & Mirrors,4.3,Bar,
213,Amazing service & food & drinks!! the view is gorgeous. Been here multiple times. I always hosts my guests from overseas here because I know Smoke & Mirrors won’t disappoint. Shoutout to Xue Li for always getting us a good table! Will be back soon.,Smoke & Mirrors,4.3,Bar,
214,"Definitely recommend Wok's That Smell.  You will taste a strong smokey (wokhei) taste at first, followed by a deep sweet and the back of your tongue and finished with a light spiciness lingered at the back of the throat.  However the place is a little warm and this is not a cheap place.",Smoke & Mirrors,4.3,Bar,
215,"This place has everything:  Spectacular view (10 out of 10) Great food!! (9 out of 10) Thoughtfully curated cocktails (100 out of 10!)  But what made our visit here extra special was the accommating staff members and bartenders. (1000 out of 10!!) Everyone is so nice and a special shout-out to those who accommodated us and made us feel welcome: JV, Kat, Wei Ling and Zen.  I will definitely be back simply for that last reason but everything else is a nice bonus.",Smoke & Mirrors,4.3,Bar,
216,"Located on the roof of marina l gallery of Singapore, one of the best speakeasy rooftop bars in Singapore offering breathtaking views of the Singapore city skyline. Cocktail menu is very well curated, each drink reciped after an art exhibition with a little bit of history and rationale behind the ingredients chosen, thank you for making the effort to represent the gallery with your menu!",Smoke & Mirrors,4.3,Bar,
217,Bought the bottled cocktails for a gift and they were perfect. They managed to personalised them well and im sure my boss will love them. After service was really professional too. Thank you for the awesome design.,Smoke & Mirrors,4.3,Bar,
218,"After at horrible dinner 2 levels down we needed a bit of cheering up so went to smoke and mirrors for some drinks. The staff was super friendly and attentive. Nice view of the Marina and very good cocktails, i had 1 my Partner 2 they were all great. Very chilled and relaxed atmosphere , even with background music we could have a relaxed conversation. Highly recommended.",Smoke & Mirrors,4.3,Bar,
219,"Cool spot for creative cocktails and a chill night. The cocktails were great, with an artsy flair. View was nice looking over the field at the city and Marina Bay. Drinks are a bit steep on cost...but somewhat expected for rooftop bars. Food was good...but I would say it is more of a drink spot then dinner spot. I would definitely go back.",Smoke & Mirrors,4.3,Bar,
220,"Food menu is a bit limited, service is correct. Go there for the stunning view. Cocktails are fancy, even though the presentation is quite plain. All in all it lacks a bit of something to make it the unforgettable experience I was expecting",Smoke & Mirrors,4.3,Bar,
221,I ordered a birthday gift for my friend in Singapore and the service was amazing. The gift was elegantly packed and the message was beautifully handwritten. I’m so glad that I stumbled upon the website when I was searching for the perfect gift. Can’t wait to try the cocktails when I visit in person.,Smoke & Mirrors,4.3,Bar,
222,You can see beautiful scenery! The cocktail is not bad but not good,Smoke & Mirrors,4.3,Bar,
223,Amazing cocktails options Stupendous views from the balcony  A bit pricey but it’s totally worth for his or her special day!,Smoke & Mirrors,4.3,Bar,
224,"Really beautiful view of singapore skyline, flyer and esplanade. Drinks were good, very unique experience",Smoke & Mirrors,4.3,Bar,
